id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_first_quart,mir_attack_median,mir_attack_third_quart,mir_attack_max,mir_attack_iqr,mir_attack_dist,mir_roughness_mean,mir_rolloff85,mir_inharmonicity,mir_roughness_std,mir_roughness_range,mir_roughness_first_quart,mir_roughness_median,mir_roughness_third_quart,mir_roughness_max,mir_roughness_iqr,mir_roughness_dist,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
ARA01D,ARA,1,0,0,0,211.5563265,195.83,66.83676644,109.95,468.51,182.05,231.32,49.27,823.2166234,817.75,364.214812,264.79,1933.28,476.83,1029.025,552.195,2116.403701,2134.185,398.7488193,955.09,3143.22,1926.3175,2358.2275,431.91,34.43593548,32.77,9.638329778,20.52,56.27,25.48,43.395,17.915,3.832692308,2.265,5.002074453,32.77,0.8875,4.7025,3.815,350.9982175,194.5542421,440.2704104,2634.803238,65.34689688,423.996762,358.6498651,38.46846154,0,97.02190798,468.51,0,8.6575,8.6575,358.56,1668.49,2188.13,35.75,32.74,2634.803238,468.51,0,6.377327935,86.59238039,213.9258159,1.052215652,1.745858634,15.4829122,141.2709104,1.542594534,5.747098617,6.206639345,15.18058109,0.174874397,1.027225063,1.771319954,13.09678807,15.35545549,12.06956301,62.60449886,49.59063576,9154.13475,0.455836464,0.695632411,8.732689138,0,1.42e-4,0.029736248,8.732689138,0.029736248,11.17956763,128.5436575,0.120947367,2.4425,38,135.2035,7.098185,75.51122942,81.06741394,13
ARA02A,ARA,2,1,1,1,276.9673109,284.64,48.23701606,110.85,466.5,258.32,309.32,51,686.6644045,677.06,213.4587175,162.17,1583.57,550.42,817.52,267.1,1812.738449,1831.98,375.9467569,704.77,2942.84,1594.54,2041.23,446.69,47.59624161,50.69,8.559281838,23.36,58.86,46.225,53.065,6.84,2.147740492,0.73,3.555914614,29.73,0.34,2.175,1.835,215.6239477,104.5607056,321.8137635,2613.605577,35.71375269,246.2948177,210.581065,26.68400447,2.94,68.40750847,326.02,0.63,9.38,8.75,355.65,1421.4,2238.07,35.5,29.73,2613.605577,326.02,0.494257426,1.863094658,15.71898183,44.20403256,0.130502793,0.420714573,3.795020681,30.6662121,0.305453388,5.622799361,4.153404754,19.6590099,0.484184031,2.536423025,4.716594482,7.750782761,20.14319393,5.214359736,131.3699883,22.42340562,3302.234459,0.475942292,0.423620363,6.256180466,0.007272077,0.045123215,0.120093073,6.256180466,0.112820996,12.75333167,127.185727,0.137852404,1.1825,14,183.6026,9.639138,64.26646175,66.58779893,32
ARA02B,ARA,2,0,1,0,217.2951765,223.14,34.60561239,138.54,282.27,183.95,246.84,62.89,683.8846018,652.39,258.382975,215.45,1805.9,474.9,880.84,405.94,1647.438407,1544.52,379.4155505,1012.57,2550.93,1385.17,1955.34,570.17,48.6954386,49.34,8.405842905,25.55,65.16,43.6375,55.1425,11.505,4.62877193,2.36,6.612701527,49.41,0.9625,5.3025,4.34,257.7797571,157.2952936,338.3690862,2223.524115,53.7694026,265.9625672,212.1931646,43.64175439,9.05,81.21965449,282.27,2.5625,23.8775,21.315,143.73,1590.45,1538.36,39.61,49.41,2221.506299,282.27,4.382988506,23.59007383,79.00427862,212.8089843,1.37764411,3.30368276,23.86883358,140.9865898,2.531598201,9.21264335,3.494224622,11.59950427,2.353945682,8.687566877,9.123318314,12.24623402,13.95344995,3.558667143,41.96849902,76.74740193,7250.969696,0.484265508,2.299193266,24.78149315,0.002994086,0.085752791,0.379111502,24.78149315,0.376117416,65.86226844,64.76467097,0.164541677,2.1275,32,178.7388,9.383784,44.03049028,44.03049028,16
ARA02C,ARA,2,0,0,1,250.6807527,266.42,46.84692675,114.98,327.8,216.74,275.13,58.39,598.6557732,586.77,184.7660054,240.42,1213.69,465.49,726.78,261.29,2048.503918,2102.39,335.6788151,833.7,2649.97,1876.8,2264.72,387.92,48.53252525,50.42,5.582576273,26.99,54.62,47.57,51.44,3.87,2.531515152,0.74,5.732447987,48.44,0.33,2.19,1.86,163.9414172,57.5748651,332.2299171,2335.157015,19.95509638,151.3678424,131.412746,20.05838384,4.54,51.15900379,275.34,1.81,10.32,8.51,212.82,973.27,1816.27,27.63,48.38,2335.157015,275.34,3.686153846,11.56441253,52.44140623,133.343508,0.564705882,2.697962963,12.5831604,102.8448336,1.588087129,6.007995695,4.606334932,13.30454133,1.827233401,2.208570726,5.677994739,7.936629303,15.13177473,5.728058577,45.4152152,14.75877796,7856.254578,0.381164734,0.212736947,2.418866949,0.013732925,0.035953741,0.078921659,2.418866949,0.065188734,8.512929533,117.2613251,0.122464458,0.815,7,199.9511,10.49743,93.71836184,70.20202197,7
ARA02D,ARA,2,0,0,0,227.5284483,217.105,45.26801767,163.53,480.03,208.2225,236.98,28.7575,619.6493846,555.01,345.1860041,217.43,1932.86,380.61,756.87,376.26,1921.433385,1822.05,472.2338094,1057.07,3346.47,1613.53,2259.28,645.75,46.64166667,49.14,8.109218227,26.45,55.74,43.7825,52.4375,8.655,3.622878788,1.545,5.123923907,28.52,0.6075,4.415,3.8075,408.4824695,202.7486633,518.5610446,2096.847411,76.50060176,491.5282049,415.0276032,38.95348485,7.29,87.45344524,480.03,2.44,19.345,16.905,316.5,1715.43,2289.4,29.29,28.49,2091.900296,480.03,7.318136201,29.66093333,219.7343592,518.2454683,1.934065934,6.338285714,36.11490781,378.7159682,3.358876207,8.25197438,6.132818295,15.05008725,1.561935091,3.179852882,6.689180502,14.77967496,16.61202234,11.59982207,43.6838423,42.98501321,4821.082306,0.386776595,0.802127051,7.077100891,0.012811387,0.066130342,0.190956452,7.077100891,0.178145066,19.04183502,104.4263719,0.196245369,1.025,11,155.1315,8.144403,88.98636556,88.98636556,6
ARA03A,ARA,3,1,1,1,250.3804474,272.375,55.50194125,102.09,365.45,217.4375,281.2175,63.78,692.8474044,630.24,246.6772542,104.4,1249.81,527.35,931.7,404.35,1532.65326,1381.7,447.0831373,617.81,3330.05,1222.65,1751.44,528.79,49.10422846,51.69,7.77513137,25.59,64.28,45.84,54.38,8.54,1.789318637,0.73,2.865199015,25.79,0.32,1.735,1.415,239.8831684,90.00130747,378.9333094,3154.774331,34.64428613,244.3725975,209.7283114,24.77432866,1.91,68.28898297,356.68,0.24,5.155,4.915,263.36,1145.41,2712.24,38.69,25.78,3154.774331,356.68,0.238431373,0.919941275,15.40543761,39.63073466,0.123294118,0.343593372,3.15845493,30.58247053,0.228118483,4.867943786,3.345221128,10.41398117,0.858380695,2.084688099,3.102958021,7.447181329,11.27236186,5.36249323,80.07083479,97.19584172,5253.84922,0.425295249,1.900724625,29.01222507,0.005374745,0.115939925,1.096057319,29.01222507,1.090682574,49.56251763,121.607728,0.114384751,0.92,9,180.4003,9.471018,53.7135841,57.86805059,32
ARA03B,ARA,3,0,1,0,213.6783333,212.82,37.14781712,152.48,302.26,182.4375,243.105,60.6675,671.9897959,645.41,286.7338229,316.87,1628.24,454.69,761.89,307.2,1651.846122,1647.23,396.9464322,954.05,2477.03,1312.55,1986.02,673.47,46.20294118,48.56,9.907981085,23.48,58.76,41.03,53.18,12.15,4.345098039,2.73,5.114034952,26.73,1.14,5.535,4.395,341.1442259,225.8878208,429.3127449,2172.239252,94.95838614,403.9098475,308.9514613,46.20705882,10.47,82.28808323,302.26,2.86,24.45,21.59,149.78,1311.37,1522.98,35.28,26.68,2172.239252,302.26,12.57142857,46.02412309,266.6766555,373.0243391,3.012413793,4.681470459,54.72417997,404.0256724,5.146008708,7.98348774,5.68095584,15.13424985,2.117660562,2.767646183,7.988397478,12.037964,17.25191041,9.270317817,56.54079447,44.14064562,10423.41614,0.462374908,0.920446646,6.623998016,0.004179499,0.06707894,0.245804447,6.623998016,0.241624948,28.02459935,143.5304401,0.257925418,1.6025,22,206.872,10.86078,71.48297674,71.48297674,8
ARA03C,ARA,3,0,0,1,287.1559016,295.095,53.58710372,109.25,395.35,263.5875,328.72,65.1325,691.8152357,664.83,227.9562498,100.8,1324.12,511.445,857.3275,345.8825,1581.07904,1617.13,387.3583629,601.74,2736.61,1302.0675,1826.895,524.8275,55.26234007,57.67,7.322124947,28.44,65.12,53.925,59.7175,5.7925,2.730521008,0.94,5.153874966,54.02,0.355,2.505,2.15,252.0255997,129.1652114,311.5079057,1871.623924,38.63757952,330.1767422,291.5391626,32.74763025,2.27,84.48907404,371.33,0.525,8.2,7.675,286.1,1223.32,2134.87,36.68,54.02,1871.410828,371.33,0.290980392,1.509780768,15.32374588,47.49441472,0.116363636,0.325596656,3.504743404,26.97248782,0.292228031,5.959055692,4.56242031,27.98866155,0.574230803,3.354182969,4.760304625,6.675549988,28.56289235,3.32136702,NA,92.02626639,2914.426517,0.447140766,4.239748755,37.72190954,0.016187312,0.108424325,0.683598348,37.72190954,0.667411035,85.23267195,170.3898676,0.125194995,1.13,13,203.8273,10.70093,64.63073943,69.02761655,58
ARA03D,ARA,3,0,0,0,258.5280952,246.65,65.39421053,158.17,394.41,215.51,290.265,74.755,747.6571111,758.79,255.5360479,346.17,1502.86,514.235,925.08,410.845,1680.177444,1766.48,449.7302431,858.96,2640.67,1302.5625,2021.68,719.1175,50.9448913,55.725,12.53634772,22.1,66.94,42.3725,60.5875,18.215,5.809565217,3.51,7.458755591,50.76,1.155,7.66,6.505,305.071033,189.7706291,362.8060057,2177.406751,91.18859325,361.4008606,270.2122673,49.69217391,9.56,99.68501125,394.41,0.1725,23.725,23.5525,236.24,1156.69,1781.71,44.84,50.74,2177.406751,394.41,5.749199372,36.36320779,162.7657984,343.4471164,2.661818182,6.311018281,33.4691741,205.4745187,3.912916953,8.30401082,4.628562946,14.8908998,2.128914049,4.70806332,7.082267566,12.19698221,17.01981385,7.488918892,51.37793172,38.66668186,2423.49472,0.431949988,1.303324683,7.996266816,0,0.11785136,0.663586963,7.996266816,0.663586963,61.42295262,185.7367183,0.313640722,2.495,39,142.2702,7.469189,95.8007996,91.97078112,11
ARA04A,ARA,4,1,1,1,269.6580352,285.37,63.99465078,104.8,396.62,231.45,309.16,77.71,685.9038623,628.255,286.7872483,65.93,1955.93,489.59,823.775,334.185,1876.375709,1862.085,407.7293463,379.96,3316.66,1569.5825,2140.98,571.3975,42.97035892,46.85,12.30030961,19.26,67.38,30.645,53.27,22.625,3.939322034,1.99,5.062526069,36.67,0.79,4.87,4.08,247.4745468,135.2101446,328.9164036,2474.251938,51.64473415,298.9347573,247.2900231,33.55284148,0,89.56925975,396.62,0,3.645,3.645,291.82,1890,2936.7,48.12,36.67,2474.035675,396.62,0,0.25605271,10.33400154,23.89156669,0.146596859,0.358146044,2.134570177,15.74387634,0.250612436,7.980201711,14.26410665,65.11776171,0.082124231,0.887675675,2.046443316,5.959163885,65.19988594,5.07148821,354.3633178,46.04730174,7412.88929,0.455907468,4.419363228,164.1318559,0,0.001271407,0.038615269,164.1318559,0.038615269,32.90760891,117.6932678,0.171031289,1.13,13,179.994,9.449686,75.87897611,66.36927283,60
ARA04B,ARA,4,0,1,0,276.1877037,256.69,83.54822522,159.86,562.41,222.575,294.675,72.1,801.1982308,773.925,346.4662949,237.8,2140.13,487.03,1026.3425,539.3125,1979.808667,2002.08,352.529769,634.24,3318.11,1810.5875,2187.685,377.0975,35.31285714,29.125,13.82954321,19.17,62.35,23.55,50.3725,26.8225,4.248010204,2.255,5.041172591,27.13,1.09,5.46,4.37,268.4041653,163.8771059,320.6004627,2437.197636,65.45733914,334.7204317,269.2630926,33.12913265,0,87.28516586,562.41,0,10.7575,10.7575,402.55,1902.33,2683.87,43.18,27.13,2437.197636,562.41,0,1.968176539,28.44041875,59.9460982,0.412038065,1.092930641,5.36768887,43.48770811,0.688276307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2164246,3710.902691,0.431847654,0.638496926,11.82003471,0,0,0.013661235,11.82003471,0.013661235,19.18788576,87.64767163,0.075883445,1.9175,28,175.7157,9.225072,57.22405168,67.13201864,24
ARA04C,ARA,4,0,0,1,233.0249573,214.61,65.66773357,105.18,560.29,189.64,265.26,75.62,757.3772174,684.25,335.8788346,187.4,1762.93,483.595,920.5025,436.9075,2025.947826,1995.555,342.4800643,1290.07,3356.28,1793.7,2237.79,444.09,36.6737931,35.66,9.892290641,18.79,54.88,28.3425,45.18,16.8375,4.018405172,2.48,4.365611837,26.28,1.065,5.26,4.195,246.604468,145.5345157,323.5131001,2337.913154,67.38895252,280.2675141,212.8785616,44.13163793,1.83,99.2488217,560.29,0,15.255,15.255,455.11,1575.53,2066.21,36.09,26.27,2337.913154,560.29,0.418303892,7.487131783,46.38110673,120.7295954,0.797070319,1.508810384,12.01838817,67.15790215,1.09433403,6.174436756,4.694108696,19.68928184,0.22313172,2.691322005,5.231525595,7.881871649,19.91241356,5.190549644,108.1242297,23.43722341,6650.311089,0.466195382,0.326088877,5.049702707,1.48e-8,0.00379322,0.037032195,5.049702707,0.03703218,8.342477766,141.1071046,0.354315876,1.97,29,171.024,8.97876,43.90029522,47.66486331,28
ARA04D,ARA,4,0,0,0,248.7275138,258.225,59.52187781,101.84,368.3,211.53,297.4775,85.9475,655.1285714,581.625,302.8630236,177.84,1984.64,446.665,811.9875,365.3225,1830.65146,1822.345,381.0204808,738.24,3367.88,1578.0925,2059.5025,481.41,42.83434231,45.85,11.59076747,20.43,63.87,31.605,52.21,20.605,3.914326466,1.9,4.848374018,29.94,0.75,5.165,4.415,244.6531664,121.0164845,342.5193088,2498.721107,45.30079262,283.9085185,238.6077259,30.77210777,2.42,74.64604629,368.3,0,11.005,11.005,266.46,1806.8,2629.64,43.44,29.93,2498.559049,368.3,0.264186047,2.453669066,15.02345312,39.19900515,0.238163934,0.636703942,3.106317116,24.69672613,0.395135081,4.951410787,4.611671719,22.02185957,0.10025446,1.718700041,3.440994008,6.99296526,22.12211403,5.274265219,195.7637199,25.5922132,6325.336361,0.447119608,1.497075054,36.10596193,0,0.001528242,0.036852077,36.10596193,0.036852077,19.56708222,165.1511325,0.110329465,1.2875,16,175.1925,9.197608,57.37072895,60.50529956,53
ARA05A,ARA,5,1,1,1,241.4523827,243.76,57.26957741,103.58,462.57,193.98,282.76,88.78,686.0807895,545.825,354.733295,179.42,2016.75,458.0575,835.6375,377.58,1870.509978,1858.875,349.9120646,694.28,3309.08,1672.6775,2056.2375,383.56,40.02504386,42.905,8.480822633,18.85,60.74,35.4725,45.9125,10.44,3.256849015,1.71,4.611099467,51.51,0.7,3.84,3.14,254.2350655,106.4090556,364.6950275,2984.715871,40.46052087,330.4622122,290.0016914,37.24221007,1.78,86.24978721,462.57,0,7.8,7.8,358.99,1837.33,2614.8,41.89,51.51,2984.408028,462.57,0.296170213,1.648219178,18.44030282,59.00281888,0.285780347,0.716181749,5.181475583,35.37149868,0.453122509,9.825939173,9.987155141,33.84813291,0.075074974,1.561388866,4.301435449,17.5140449,33.92320788,15.95265603,272.6739089,46.25396342,10213.59358,0.468199707,1.069112244,23.25513414,9.71e-5,0.002763199,0.02452612,23.25513414,0.024429002,15.12378599,139.0663244,0.130020666,1.1825,14,188.4918,9.895819,61.77575409,53.75536005,34
ARA05B,ARA,5,0,1,0,237.4910909,212.58,74.62143003,147.82,529.94,181.4425,273.815,92.3725,906.388981,901.575,342.9017939,219.07,2072.32,622.8625,1152.1375,529.275,1893.924787,1950.505,448.3412187,750.92,3368.14,1642.45,2180.63,538.18,33.53528302,28.825,11.99434486,17.55,68.26,23.77,43.985,20.215,3.570801887,2.13,3.908257224,25.41,1.05,4.7125,3.6625,273.5047048,154.3152114,339.6241358,2889.4487,68.89705731,349.3807821,280.4837248,20.62556604,0,71.54219201,529.94,0,1.97,1.97,382.12,1853.25,2617.22,50.71,25.4,2889.4487,529.94,0,0.326468205,31.88438268,64.7248365,0.380862384,0.930465336,3.091385584,40.99322657,0.535196244,5.340988786,6.466857781,20.89077783,0.585827126,1.050526347,3.826792358,6.146125478,21.47660496,5.095599131,59.45159509,57.57967417,4923.65942,0.455336735,2.846860222,66.08564966,0,0,0.001109699,66.08564966,0.001109699,31.95720264,68.72693558,0.122308418,2.0225,30,132.1095,6.935746,55.79268216,53.77841256,20
ARA05C,ARA,5,0,0,1,249.6731973,262.99,60.58853461,105.59,426.06,215.255,293.965,78.71,621.1932474,583.75,218.1953625,339.67,1519.47,475.67,665.3175,189.6475,1837.323196,1860.73,355.4492805,831.82,2988.7,1627.03,2085.9175,458.8875,41.50252577,44.095,7.567164362,22.25,54.35,37.4025,47.0625,9.66,3.45425641,1.33,5.341671505,40.11,0.585,4.15,3.565,172.1333046,75.14273721,274.4613824,2263.247275,24.58523587,193.423919,168.8386832,40.7734359,2.88,84.07699623,325.04,0.75,10.085,9.335,320.47,1179.8,2156.88,32.1,40.1,2263.189563,325.04,1.28,3.829617727,35.83532628,68.74739713,0.550819672,1.604283378,13.17860976,55.63616601,1.116469491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.20749692,8930.391312,0.423394304,0.227964816,2.970613076,5.35e-4,0.00560204,0.042909007,2.970613076,0.04237385,6.148757765,149.5178247,0.258044532,1.97,29,185.8215,9.75563,58.51827054,78.8512982,19
ARA05D,ARA,5,0,0,0,215.3107143,213.825,47.06516631,116,283.47,179.1225,255.1325,76.01,632.2240789,584.04,191.7010213,270.46,1232.44,531.8125,685.8525,154.04,1801.374474,1792.4,353.7418146,799.43,2719.37,1633.31,2046.43,413.12,41.24766234,43.75,10.57882317,22.33,56.92,30.08,49.81,19.73,3.303896104,2.11,4.216418147,24.14,0.83,4.17,3.34,235.5009464,118.6632243,368.3383142,2183.174371,34.75008704,272.44189,237.6918029,27.94493506,5.82,64.73483258,280.62,0.2,15.33,15.13,167.47,961.98,1919.94,34.59,24.05,2180.076555,280.62,5.108363636,21.6382266,113.1392769,202.5188165,1.933913043,3.488735632,22.34869198,188.3396079,2.642259007,4.57164329,2.709263912,8.545772195,0.273836378,3.198847345,4.510315673,6.159555664,8.819608574,2.960708319,16.75081647,27.04529583,3608.830261,0.466935841,0.363396233,3.492304854,3.12e-6,0.02560116,0.125718375,3.492304854,0.12571526,13.20331978,162.1911907,0.141682871,1.4975,20,158.4903,8.320742,68.87443506,68.87443506,8
ARA06A,ARA,6,1,1,1,284.1481492,281.545,66.72782889,110.56,440.31,245.255,325.685,80.43,636.28102,536.23,327.8159208,130.46,2194.13,401.1625,787.7725,386.61,1854.6243,1843.33,355.8162204,781.58,3232.13,1647.82,2041.49,393.67,43.63642715,46.87,8.24251492,24.84,55.38,35.42,50.18,14.76,2.933652695,1.26,4.12681747,30.69,0.5,3.24,2.74,218.8060713,103.2365745,315.0198053,3016.690489,45.11215109,264.4234687,219.3113176,35.4448503,2.85,88.1150697,431.34,0.31,8.7,8.39,329.75,2063.67,2450.55,30.54,30.69,3016.596536,431.34,0.382822086,1.592025297,15.5839718,41.90944232,0.202271605,0.59602139,4.500897721,27.78467787,0.372524376,4.164918271,5.183279684,32.03998277,0.482933965,1.444619323,3.323844171,5.031850396,32.52291674,3.587231073,143.8049275,7.232891797,7617.202377,0.441640657,0.170214238,4.647127736,3.73e-4,0.002523557,0.013490541,4.647127736,0.013117381,5.053991249,79.41822691,0.129345834,1.2875,16,213.9053,11.23003,71.03636867,66.6059617,43
ARA06B,ARA,6,0,1,0,329.9437288,287.53,118.9199334,216.17,594.17,254.485,303.37,48.885,825.4383178,835.46,292.290338,282,1739.51,600.74,1004.975,404.235,2023.686822,2024.53,275.5212989,1217.19,3245.88,1839.375,2203.5525,364.1775,34.66092593,30.185,8.429811004,25.22,55.2,28.0125,41.3325,13.32,2.385972222,1.225,3.207198296,25.22,0.47,2.7825,2.3125,242.9513426,147.3019755,333.7665607,2500.910687,79.5259042,268.5259916,189.0000874,48.11398148,0,144.8090589,594.17,0,3.745,3.745,378,1457.51,2028.69,29.98,25.2,2500.910687,594.17,0,1.428906667,50.27066715,104.0432556,0.386141433,1.334379245,14.06011246,70.9964774,0.697240942,3.751345508,3.648526357,9.445095668,0.240265502,0.85345566,2.988560544,5.751869624,9.68536117,4.898413964,23.30500793,32.12647991,9314.035606,0.412795577,0.390735638,3.832879843,6.359999999999999e-148,1.05e-6,0.00660183,3.832879843,0.00660183,5.684422947,70.24268186,0.167193015,1.4975,20,228.8901,12.01673,34.49328585,34.11091045,14
ARA06C,ARA,6,0,0,1,274.1235097,267.86,51.3918108,158.5,594.75,238.855,304.02,65.165,663.9855728,576.46,309.8104889,151.42,2123.61,418.045,901.36,483.315,1995.471437,2075.69,418.2673789,561.21,3354.37,1657.39,2370.635,713.245,41.10630561,44.44,7.601172829,24.79,53.97,33.61,46.6,12.99,2.145203095,0.95,3.359844584,29.26,0.4,2.27,1.87,193.019695,90.42912246,300.9456054,2796.891248,31.26057365,236.5543667,205.2937931,26.41852998,1.56,83.45606559,594.75,0,4.82,4.82,436.25,1972.19,2793.16,29.18,29.26,2796.891248,594.75,0.207058824,0.940895522,13.71000019,31.71124519,0.147911111,0.380451322,3.251487193,23.75609343,0.264023032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.252516593,7289.578056,0.443560204,0.088670144,1.514736268,2.21e-4,0.001994518,0.009313547,1.514736268,0.009092621,2.932454212,110.2600476,0.167730451,1.025,11,204.7086,10.7472,93.00620258,91.54883908,32
ARA06D,ARA,6,0,0,0,250.9133333,251.95,26.68069344,192.37,292.89,237.215,269.975,32.76,612.1796825,478.9,299.2820681,263.26,1549.65,363.215,859.88,496.665,1839.488413,1644.37,538.1766724,983.86,2841.4,1453.53,2231.335,777.805,51.64640625,54.4,7.580947373,31.8,60.07,49.07,56.865,7.795,4.83453125,2.49,7.27269124,49.17,0.9225,5.72,4.7975,221.6790469,78.55570347,454.4637621,2727.390401,29.65269009,214.3105843,184.6578942,37.4090625,6.41,82.9236811,292.89,2.0625,12.6625,10.6,100.52,1286.39,1857.54,28.27,49.15,2724.769639,292.89,8.094294671,24.6078286,78.66947139,213.226152,3.131428571,5.969357966,35.71737063,211.6544,4.61590676,9.661875492,6.27920017,18.63671073,1.952859821,4.923707632,9.488127522,14.63845643,20.58957055,9.714748794,69.8376829,63.10340404,3340.001678,0.408168993,1.09599113,7.248084665,0.053390844,0.265623294,0.75362641,7.248084665,0.700235566,50.46210786,183.6755295,0.258355304,2.285,35,185.5173,9.739659,53.41967201,53.41967201,10
ARA07A,ARA,7,1,1,1,244.1453043,250.5,46.32962157,103.42,319.5,223.38,275.35,51.97,600.9889899,479.44,330.6399229,146.31,1664.85,312.13,847.41,535.28,1934.097403,1938.21,381.3375055,565.67,3129.27,1701.11,2174.39,473.28,40.90131124,43.98,8.279479467,24.98,61.62,31.925,46.7775,14.8525,2.586043165,1.14,3.799964284,42.44,0.47,2.905,2.435,264.3183731,134.8698571,333.239349,2050.978911,59.01154038,344.1249451,285.1134047,26.41423022,1.83,71.63838874,319.39,0,5.98,5.98,216.08,1518.54,2563.6,36.64,42.44,2050.978911,319.39,0.181661538,0.768922479,15.39738608,41.39183683,0.115143488,0.333437114,2.421925164,24.23539561,0.237114728,5.467928962,7.886352656,38.11376546,0.732387901,1.477276649,3.61069339,5.352487214,38.84615336,3.875210565,113.7172928,5.95639772,10000.70086,0.411958586,0.206602773,4.357519135,0,1.18e-4,7.84e-4,4.357519135,7.84e-4,3.064739969,143.3764411,0.103844366,1.34,17,203.5976,10.68887,66.24503987,65.98668237,54
ARA07B,ARA,7,0,1,0,265.4540952,280.93,69.78279006,115.23,430.21,243.28,298.76,55.48,738.8156808,709.52,328.0332863,269.65,1880.11,461.42,921.88,460.46,2023.169671,2016.54,321.8014234,938.51,3231.47,1830.71,2223.5,392.79,38.49276995,36.68,8.572309652,26.72,53.81,30.2,47.07,16.87,4.050747664,2.365,5.461005806,46.17,0.815,4.4325,3.6175,295.7306955,173.5826183,353.7730297,2222.304897,72.11729345,381.8799823,309.7626888,43.85224299,1.84,93.60812407,430.21,0,17.445,17.445,314.98,1610.46,2292.96,27.09,46.16,2221.49855,430.21,0.524233641,8.082652406,70.72990093,156.5299881,0.676361936,1.883152426,12.93282343,87.21635672,1.194639104,9.990997095,9.856897707,30.92867705,1.442003143,3.504504277,5.133848656,15.8534847,32.3706802,12.34898042,174.0763431,11.59948033,8476.595879,0.416813661,0.103003627,1.462933392,1.8e-5,0.002183077,0.027117819,1.462933392,0.027099852,5.690483512,107.4255785,0.183606449,1.655,23,209.4068,10.99386,53.63163092,64.73568051,22
ARA07C,ARA,7,0,0,1,253.9506761,251.29,38.05450128,180.94,401.63,221.44,281.02,59.58,674.879203,656.48,311.2248768,127.65,1905.51,402.47,857.065,454.595,1873.895484,1883.36,376.1804137,715.16,3121.53,1641.685,2140.675,498.99,40.61478261,44.4,8.292860863,25.31,54.32,31.02,47.28,16.26,2.179754253,0.91,3.233428869,26.24,0.43,2.17,1.74,207.585377,105.5837411,293.4291628,2311.822036,38.86264547,243.1384718,204.2758264,22.76691871,1.48,70.38125178,401.39,0,4.78,4.78,220.69,1777.86,2406.37,29.01,26.24,2311.822036,401.39,0.175940959,1.068972973,16.05231681,45.18718809,0.152311213,0.358674695,2.738857975,24.97249946,0.262224212,5.963986687,5.523279405,27.2067168,0.591231147,2.313832745,4.684650031,7.654416161,27.79794795,5.340583416,163.9479026,8.854620499,8266.647148,0.428409524,0.206611818,5.534057228,2.46e-5,0.001777378,0.011143027,5.534057228,0.011118447,3.74546256,107.7834684,0.243454914,1.0775,12,204.8819,10.7563,87.64372228,78.11466651,33
