id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_1q,mir_attack_med,mir_attack_3q,mir_attack_max,mir_attack_dist,mir_attack_iqr,mir_roughness_mean,mir_roughness_std,mir_roughness_range,mir_roughness_1q,mir_roughness_med,mir_roughness_3q,mir_roughness_max,mir_roughness_dist,mir_rolloff85,mir_inharmonicity,mir_roughness_iqr,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
USD26A,USD,26,1,1,1,264.6660232,262.395,55.61013751,101.14,567.14,229.38,296.4875,67.1075,564.0381069,473.195,316.1910407,173.54,2173.72,376.4925,611.7725,235.28,2047.248425,2056,397.7745908,535.48,3230.12,1833.725,2301.53,467.805,61.94417379,63.6,7.464890955,45.19,78.24,55.5775,67.8675,12.29,4.81230441,2.49,8.033967974,75.41,1.115,5.72,4.605,324.6107322,150.0999715,460.4575208,3701.424351,65.004795240000007,371.9472842,306.9424889,49.72156472,4.22,100.1675397,567.14,0.695,14.93,14.235,466,2000.18,2694.64,33.05,75.38,3701.424351,567.14,2.782222222,21.37036917,125.5915962,356.3685985,1.926956522,5.220747547,30.68265862,200.3138947,2.969622823,4.6270537,8.1838627,66.605583,0.16885425,1.6951706,3.2228973,4.9586163,66.774437,339.01596,3.2634456,86.683189,11.863091,183.17099,0.057897083,0.3757306,1.7212189,183.17099,144.83257,7497.4658,0.43152204,1.6633219,106.83049,0.11730448,1.1825,13,203.1633,10.66607,58.19173,60.710571,97
USD26B,USD,26,0,1,0,303.5937186,305.83,94.91599764,105.85,570.49,229.14,360.475,131.335,683.4310714,566.07,326.0147863,314.34,1987.82,447.4625,822.48,375.0175,1960.015357,1958.575,431.0866056,683.24,3050.97,1735.1525,2254.99,519.8375,57.78139683,57.8,6.820902023,42.92,72.72,52.015,63.435,11.42,4.97836478,2.405,9.504505448,64.87,1.185,4.5875,3.4025,405.9022487,209.8043025,515.4896852,2645.784555,66.70693286,522.4425754,455.7356425,64.98578616,8.56,118.1952527,534.16,0,48.885,48.885,464.64,1673.48,2367.73,29.8,64.86,2645.784555,534.16,9.112204035,72.17976471,251.0672588,762.9258425,2.8,6.662857143,61.60754239,384.8016846,4.719567729,5.6842771,7.8840613,30.937098,0.094306804,1.5131837,2.58743,4.193891,31.031404,186.06631,2.6807075,239.90883,15.04623,149.4149,0.30200219,0.86007166,3.4738452,149.4149,219.34756,5975.0435,0.47331041,3.1718431,117.82377,0.095640644,2.3900001,36,175.70081,9.2242937,55.27631,62.860851,53
USD26C,USD,26,0,0,1,229.5541837,224.515,38.93579983,124.55,322.52,195.82,245.0175,49.1975,533.8002492,458.6,270.0551078,229.96,2528.49,394.07,609.78,215.71,1798.583084,1725.78,495.2755392,623.29,3326.64,1453.51,2140.15,686.64,65.70154545,67.345,6.004144291,47.5,75.99,63.145,69.7875,6.6425,3.89813253,1.09,9.952810993,67.86,0.5,2.7425,2.2425,274.9568052,104.9973102,457.0168031,2499.309347,38.90109924,251.0751823,212.174083,23.01466867,2.315,64.72721676,318.2,0.8875,5.7275,4.84,197.97,2298.53,2703.35,28.49,67.86,2499.309347,318.2,3.214545455,10.06679065,160.0244898,516.0757157,1.567157895,5.398295605,25.89028378,309.3118486,4.385192715,4.9016724,2.4876924,12.685894,0.5783816,3.6264069,4.4729443,6.6161094,13.264276,62.212467,2.9897022,93.279083,9.2491407,91.602455,0.39278945,1.3726573,3.9192169,91.602455,141.97868,4848.6719,0.45333087,3.5264275,122.91961,0.10294928,0.86750001,7,200.8179,10.54294,85.327698,85.914558,30
USD26D,USD,26,0,0,0,212.8789421,185.95,76.80218547,101.83,588.99,171.6825,217.58,45.8975,639.6249607,614.095,208.5126843,196.47,2366.58,502.7125,746.1875,243.475,1750.749509,1740.005,345.8154186,622.02,3466.45,1550.59,1956.4775,405.8875,69.5328128,70.88,6.937706263,48.7,82.93,65.43,74.475,9.045,4.157231365,2.15,7.366182791,78.42,0.84,4.96,4.12,207.2028989,98.40374791,328.8405297,2427.616044,37.55109541,218.932464,181.3813686,49.58199419,4.31,96.35545014,567.07,0.8,30.23,29.43,487.16,2170.11,2844.43,34.23,78.42,2427.616044,567.07,2.657142857,27.36338624,51.14958797,139.3324582,1.221333333,2.50624,20.65119889,86.30125402,1.731511876,4.3839893,4.1924772,31.640879,0.094356902,2.0247567,3.2903731,5.5510569,31.735235,427.85089,3.5263002,1333.1113,281.88501,5522.0103,3.1727448,23.576813,108.25241,5522.0103,3181.4641,7039.1494,0.46831834,105.07967,175.23502,0.020889761,1.3925,17,168.33949,8.8378239,55.950096,60.496193,143
USD27A,USD,27,1,1,1,251.2184837,250.1,39.76263368,116.59,346.8,221.38,291.47,70.09,512.0879745,372.67,389.2420102,82.57,2315.53,301.335,552.205,250.87,1937.912534,2003.71,542.2800626,353.45,3425.18,1611.18,2279.22,668.04,62.77084728,64.615,7.185307188,44.17,74.07,59.3525,67.9425,8.59,2.822633229,1,6.818376533,72.92,0.44,2.26,1.82,289.6959552,106.1523012,453.8045737,2918.236402,39.13217572,319.4647614,280.3325856,23.07479624,1.83,68.66635683,335.22,0.41,4.53,4.12,230.21,2232.96,3071.73,29.9,72.92,2918.236402,335.22,0.932173913,3.731555556,67.00519463,219.4762361,0.616296296,1.689357218,10.64862206,133.6897066,1.302596745,6.1477323,6.1993394,31.38945,0.55992019,2.2436795,3.5780482,7.0895963,31.949369,460.02115,4.8459167,51.129845,7.0055509,79.865425,0.13087828,0.46966282,1.4204597,79.865425,70.214218,7609.4849,0.41980141,1.2895815,110.47941,0.20766646,0.815,6,215.9817,11.33904,70.355896,73.308998,82
USD27B,USD,27,0,1,0,248.9126203,241.51,69.72699167,101.74,484.6,193.49,285.16,91.67,544.6737258,436.61,351.0151407,88.5,2561.76,339.14,614.19,275.05,2128.304531,2161.53,478.9714227,522.72,3396.65,1802.895,2515.875,712.98,61.98877551,63.86,6.748137972,45.77,75.84,58.005,66.8675,8.8625,3.547034884,1.265,8.803458526,75.84,0.51,2.94,2.43,310.336913,96.43542435,498.5499146,2730.733611,37.34587093,308.9394589,271.593588,26.57972384,2.25,74.08780056,484.6,0.3575,9.595,9.2375,382.86,2473.26,2873.93,30.07,75.84,2730.733611,484.6,1.752727273,14.23298396,98.03779649,370.2406596,1.152666667,3.901923807,17.96902291,209.800942,2.397946324,7.7410417,6.1274872,23.93219,0.39529073,2.7704639,6.234839,11.308232,24.327482,313.53796,8.5377684,70.534264,9.1104336,171.80865,0.23400599,0.77899355,1.7871257,171.80865,104.05892,4394.8345,0.44946626,1.5531197,61.658253,0.085436165,1.76,24,195.4514,10.2612,69.93248,82.753838,61
USD27C,USD,27,0,0,1,267.7826126,256.02,71.60371825,105.94,520.5,215.54,313.43,97.89,637.3974219,615.725,229.8860817,242.12,2192.03,500.78,746.1075,245.3275,1722.174828,1681.02,343.2756731,794.66,3153.49,1527.4025,1950.6025,423.2,72.37852713,73.97,7.805098559,42.21,85.56,68.97,77.94,8.97,3.081470588,1.08,7.196543906,82.28,0.46,3.0875,2.6275,159.0360782,56.41538931,319.6326913,2358.656405,19.91720475,130.5908236,110.6736188,25.66825077,1.945,74.05829316,520.5,0.6,6.1275,5.5275,414.56,1949.91,2358.83,43.35,82.27,2358.656405,520.5,0.669620428,3.308258364,20.46643708,77.04856494,0.410989899,1.414040135,7.42055324,45.97647483,0.890836573,6.8344278,5.59443,22.363218,0.45796999,2.3148613,5.4947166,9.8500395,22.821188,289.57608,7.5351777,557.63837,226.82532,4055.478,2.1737392,11.701411,51.96413,4055.478,2241.781,7148.8975,0.47777838,49.790394,61.932812,0.11639284,1.4974999,19,175.2216,9.1991358,78.679764,78.715073,45
USD27D,USD,27,0,0,0,193.3252174,192.38,22.897548,100.38,284.19,184.1125,200.5925,16.48,608.9431641,540.7,347.450298,81.42,2973.7,411.535,671.3925,259.8575,1925.893945,1914.775,449.9111616,501.46,3745.18,1692.3275,2171.9325,479.605,60.84860614,61.575,5.464901767,45.3,84.58,57.5,64.45,6.95,3.998786718,1.85,8.25043703,66.08,0.73,4.42,3.69,324.6203558,136.8325318,489.7824784,3383.389963,59.7194399,345.4272511,285.7078112,40.73559387,2.41,76.37986179,284.19,0,13.425,13.425,183.81,2892.28,3243.72,39.28,66.08,3383.389963,284.19,2.130285714,18.176,127.1715582,375.1665875,1.777777778,4.631428571,28.01347715,223.2383048,2.749927268,3.4158897,2.5060549,8.6898556,0.42173526,1.0645829,2.2718046,5.4337363,9.1115904,58.384594,4.3691535,188.67134,15.56949,206.7467,0.23078185,0.98528302,3.4355869,206.7467,192.52419,9019.0898,0.43687284,3.2048051,142.1024,0.094481945,1.9175,27,165.5856,8.6932468,54.518421,57.264606,108
USD28A,USD,28,1,1,1,273.4218535,279.36,61.50290619,105.96,516.36,244.56,300.91,56.35,619.8848654,544.75,284.0534761,192.83,2150.93,422.89,731.03,308.14,1785.938707,1751.01,430.6908067,681.45,3314.2,1515.18,2012.48,497.3,66.44578014,66.16,6.45166873,44.91,87.79,63.395,69.57,6.175,2.861294326,1.18,5.899420201,78.86,0.5,2.97,2.47,279.1153383,139.312918,384.2146811,3065.150758,48.75467623,312.8608076,264.1061314,43.35367021,2.47,95.04521847,470.93,0.5875,9.595,9.0075,410.4,1958.1,2632.75,42.88,78.86,3065.150758,470.93,1.215392304,8.249185932,69.66862401,205.4469052,0.648569415,1.539341991,19.1050431,123.0002106,1.260911732,11.218454,10.573872,53.678329,1.9028711,3.5773094,8.5885868,15.692463,55.5812,336.36172,12.115153,536.72198,162.54387,3445.2185,0.027105026,0.61387765,5.1487651,3445.2185,1357.6516,5161.6182,0.40335199,5.1216602,96.533241,0.073293082,1.0775,11,183.2536,9.6208153,76.02169,77.983879,61
USD28B,USD,28,0,1,0,264.9476208,254.9,95.06434218,102.32,586.13,191.83,304.56,112.73,628.240544,572.56,247.1263948,175.95,1888.23,461.745,759.1375,297.3925,1857.192694,1840.005,454.1001804,677.12,3364.54,1525.7325,2187.605,661.8725,63.03130982,63.06,6.587460984,45.83,79.5,58.26,68.3,10.04,4.754185464,2.33,9.643951851,73.23,1.14,4.615,3.475,308.7633084,121.4665306,466.5953661,2697.755524,43.24765574,344.1594039,300.9117482,51.30944862,7.54,100.0553991,552.24,0,30.775,30.775,483.81,1712.28,2687.42,33.67,73.23,2697.755524,552.24,8.602352941,54.32290909,150.8047616,529.8591543,2.601025641,6.331622927,43.74167323,263.2229366,4.052977232,4.6166191,11.217196,63.83382,0.29669419,1.388781,2.1610532,4.1353431,64.130516,177.22272,2.7465622,387.36069,36.519253,447.2464,0.27195039,2.0580831,10.369309,447.2464,520.05164,6352.4209,0.4658111,10.09736,55.71434,0.041009482,2.4425001,37,194.8824,10.23133,48.865879,48.195412,52
USD28C,USD,28,0,0,1,257.3940902,254.04,53.91183016,105.36,453.13,235.075,289.65,54.575,586.8961626,558.79,207.0310138,156.65,1852.4,447.02,693.885,246.865,1729.764498,1717.78,416.1895729,651.26,3203.88,1455.35,1990.025,534.675,61.1139196,61.44,4.282645977,48.25,83.43,58.6075,63.875,5.2675,2.675726817,1.23,6.732022459,68.79,0.52,2.585,2.065,232.2303092,112.9357192,367.2380499,2605.452912,41.91906259,235.3995837,193.4805211,32.99182957,2.74,80.85322541,453.13,0.92,7.515,6.595,347.77,1695.75,2552.62,35.18,68.79,2605.452912,453.13,1.922222222,9.017128205,73.59806979,192.8844213,0.774669052,2.021033189,15.92257489,112.0794008,1.291363989,1.8921578,1.2676853,3.7819805,0.45572329,0.83940196,1.9085411,2.2547569,4.2377038,7.4622569,1.415355,157.2036,30.66543,601.52344,0.010519266,0.066663317,0.5174399,601.52344,183.87419,9404.1426,0.47873372,0.50692064,54.061176,0.061381403,1.97,28,164.06129,8.6132154,78.944817,75.335266,97
USD28D,USD,28,0,0,0,224.7809211,202.95,74.17568435,102.62,547.6,187.3325,227.42,40.0875,671.6853405,619.74,297.3916879,209.08,2103.7,483.64,763.2275,279.5875,1826.903602,1806.535,387.7787407,649.6,3456.65,1602.3,2016.4225,414.1225,63.4,63.815,6.199281887,45.37,83.41,59.2575,67.7075,8.45,4.675106007,2.965,8.420352371,76.85,1.155,5.6625,4.5075,272.9346183,129.6938575,421.0880839,3385.673572,50.37471866,278.5812055,228.2064868,68.04657244,3.34,116.7750529,547.6,0,142.63,142.63,444.98,1894.62,2807.05,38.04,76.83,3385.673572,547.6,2.404835165,58.28379085,83.20212958,222.5724352,1.572469935,3.945046154,35.95797287,144.2273321,2.47047469,7.3032351,9.0758238,30.74757,0.26076061,1.5737756,3.0578728,9.2975044,31.008331,184.68501,7.7237291,776.71368,86.235176,1038.4789,0.7267741,5.7435884,25.943317,1038.4789,1299.3259,5961.2065,0.4766179,25.216543,73.373131,0.098101273,2.075,30,168.70351,8.8569326,59.231697,58.307835,86
USD29A,USD,29,1,1,1,140.8573834,134.165,42.24229201,75.05,231.55,105.92,168.755,62.835,507.2424763,436.3,298.5522199,94.8,2107.23,311.035,612.875,301.84,1711.795384,1717.56,395.7393722,429.47,3257.42,1526.46,1925.82,399.36,57.88626827,58.25,5.832038183,43.74,74.73,53.615,61.52,7.905,3.032582557,1.06,8.935080739,69.06,0.48,2.25,1.77,248.7212573,95.31164307,388.7084019,2620.763872,39.39831657,246.1972385,206.7989219,16.5,1.34,39.52857913,215.77,0.32,4.56,4.24,156.5,2012.43,2827.95,30.99,69.06,2620.763872,215.77,1.081081081,4.684444444,77.75167583,233.0966146,0.841481481,1.988571429,10.61085303,159.948164,1.950199261,5.2820067,12.412836,59.49157,0.082399271,0.75524932,1.4738415,3.1717396,59.573971,286.98288,2.4164901,154.26465,14.835691,322.37894,0.25312036,0.7820791,2.1171498,322.37894,74.092003,4794.8179,0.44601825,1.8640294,64.752319,0.091136381,0.97250003,9,186.8037,9.8071966,61.905724,65.57489,109
USD29B,USD,29,0,1,0,146.1189761,132.34,41.5599707,77.69,277.8,119.14,162.01,42.87,511.9557778,488.18,199.2631143,178.97,1817.54,420.8525,561.2375,140.385,1649.57925,1619.81,303.9277537,853.76,2664.78,1448.9175,1879.52,430.6025,60.67832418,61.97,5.749536064,45.27,74.02,57.2175,64.9425,7.725,5.117866667,1.87,12.49277015,70.26,0.82,3.625,2.805,222.2865823,87.59701181,388.5422207,2187.341653,37.40981258,209.0951656,171.685353,27.02450667,2.41,54.6534975,272.72,0.605,9.75,9.145,200.11,1638.57,1811.02,28.75,70.26,2187.341653,272.72,3.139047619,30.2787109,118.9529107,304.5968077,2.04,5.616029963,24.01822545,197.5588052,4.548540957,4.0304551,3.0715585,13.245951,0.44785133,1.4472827,3.6242943,5.5311875,13.693802,109.01751,4.0839047,442.76364,15.615699,153.74776,1.0763718,3.8578336,12.913083,153.74776,242.27759,4485.7197,0.4729721,11.836711,75.253822,0.066384025,2.075,30,182.54671,9.583703,57.011635,58.514954,64
USD29C,USD,29,0,0,1,121.072155,119.35,21.83315753,75.14,173.13,106.08,134.7,28.62,531.1007512,414.84,380.3570689,85.11,2262.83,306.585,561.82,255.235,1721.450892,1656.95,427.0697866,639.93,3378.39,1461.125,1981.415,520.29,56.9551014,57.91,5.364195481,44.6,70.02,53.2,60.7,7.5,2.437372488,0.96,7.276810525,59.94,0.415,1.98,1.565,268.2275959,99.55871467,408.4902222,2479.034456,42.74863236,264.545005,221.7963726,12.99094281,1.54,33.28373822,173.13,0.365,3.73,3.365,97.99,2177.72,2738.46,25.42,59.94,2479.034456,173.13,0.96,3.172069265,72.02772664,197.7919886,0.573584906,1.302148507,6.807848537,140.5635351,1.277294725,2.2640548,1.4321592,5.7383738,0.37818497,1.2787068,1.9146372,2.7491009,6.116559,54.127716,1.4703941,192.7697,7.9136453,166.95248,0.37401935,1.0725507,2.7545536,166.95248,59.194244,10107.904,0.48872343,2.3805344,87.158669,0.1102303,1.4974999,19,177.3223,9.3094234,63.551781,74.611206,62
USD29D,USD,29,0,0,0,114.3068182,113.2,7.20921876,95.23,139.12,109.4925,118.0725,8.58,521.4260057,464.74,274.5866817,172.44,1916.88,329.34,607.15,277.81,1551.671643,1535.55,328.6064873,832.13,2980.86,1374.44,1731.35,356.91,62.71076056,63.41,5.41271622,47.68,73.42,59.185,66.49,7.305,4.935543478,1.57,12.08843286,65.94,0.615,3.8075,3.1925,247.9468614,85.74225765,447.6300676,3132.561768,35.01464115,208.2961122,173.281471,13.93396739,1.165,35.42823856,139.12,0.39,2.8475,2.4575,43.89,1744.44,2148.73,25.74,65.94,3132.561768,139.12,1.264571429,5.304249084,99.8073454,315.2919318,1.745396825,5.145935484,10.43342023,185.6566567,3.695616456,3.6594098,2.4696577,13.003873,0.14764172,2.0666008,2.9818521,4.2916179,13.151514,74.224182,2.2250171,485.53436,27.394905,203.88263,1.6757686,4.248455,10.64701,203.88403,206.35094,5651.9609,0.38495487,8.971241,109.03115,0.11244353,1.235,14,175.53571,9.2156248,62.20826,64.635239,48
VAN01A,VAN,1,1,1,1,252.8137182,239.24,56.94388127,102.99,589.74,214.8475,266.235,51.3875,509.6569225,445.995,267.6417301,79.4,1803.26,378.4325,510.0575,131.625,1780.293344,1813.015,323.1974503,693.17,3321.91,1563.8725,1953.47,389.5975,70.980472,71.46,5.369685275,52.27,85.18,69.01,74.3675,5.3575,2.225127796,0.47,6.690288921,76.3,0.19,1.42,1.23,178.5803633,60.1078994,332.0647688,2839.097328,17.29706478,175.1507074,157.8536426,23.71091054,1.36,72.9358395,490.13,0.44,3.6825,3.2425,486.75,1723.86,2628.74,32.91,76.3,2839.097328,490.13,0.59845356,2.143119032,27.32829916,88.84179761,0.213734336,0.757026929,8.506872274,64.07009713,0.798319319,4.2423506,5.0130239,31.029705,0.19491012,1.8166127,2.8925924,4.6315846,31.224615,253.81879,2.8149719,774.01843,572.60205,14099.468,0.91434222,3.0744822,9.7451792,14099.468,2509.0894,9819.2666,0.46792689,8.8308363,170.36217,0.14979723,1.3925,17,177.463,9.3168068,80.837967,82.228432,84
VAN01B,VAN,1,0,1,0,196.3464236,187.9,58.91607842,100.47,594.95,176.3275,199.1675,22.84,651.9775964,549.43,333.9819189,256.35,2187.98,473.05,655.11,182.06,2043.203469,1976.54,423.4396153,855.09,3510.07,1792,2170.14,378.14,70.4566443,71.67,5.417134079,54.63,81.95,66.555,74.095,7.54,2.870894855,1.27,6.625668363,72.86,0.475,2.795,2.32,272.5483238,88.252854,450.2161173,2968.948991,26.96913518,268.6520307,241.6828955,32.35789709,1.13,81.70517929,544.07,0,4.475,4.475,494.48,1931.63,2654.98,27.32,72.85,2968.948991,544.07,0.628148148,4.299259259,55.74585348,235.2500106,0.856,1.935268148,17.4284505,146.7986303,1.546307188,4.4156384,3.9076922,20.945515,0.37161198,2.2435184,3.4164035,5.1807137,21.317125,122.70042,2.9371955,2193.2278,721.95911,10569.342,10.978097,31.96022,75.575806,10569.342,4862.6841,9230.0479,0.44684952,64.59771,134.39223,0.16021925,1.2875,15,150.6194,7.9075222,75.411621,80.021187,56
VAN01C,VAN,1,0,0,1,254.7898936,270.43,76.28467345,101.43,575.63,202.6075,292.2725,89.665,566.5997816,524.28,242.0532157,165.29,1885.95,419.265,616.4075,197.1425,1704.501667,1749.625,423.6716751,748.34,3005.28,1314.65,1996.9325,682.2825,73.3980091,75.57,6.556381441,53.24,85.66,70.39,77.935,7.545,2.533656036,0.74,6.445805276,73.53,0.27,2.27,2,209.3226461,75.49439122,357.4411737,3197.3653,22.28949211,218.6323421,196.34285,27.54890661,1.61,77.97056175,575.63,0.53,5.38,4.85,474.2,1720.66,2256.94,32.42,73.53,3197.3653,575.63,0.846602299,3.774310549,42.78728928,122.2443181,0.393316612,1.351639666,11.82983203,89.8856633,1.087982393,6.4714804,7.0647807,30.041103,0.36710721,2.1148696,4.376863,7.2815123,30.408211,323.15637,5.1666427,601.04407,490.55103,9676.4053,0.84149909,4.9381657,25.412647,9676.4053,2734.2888,8849.4102,0.4534184,24.571148,141.58618,0.073966123,1.2875,15,203.92171,10.70589,102.78684,85.747299,77
VAN01D,VAN,1,0,0,0,209.7699123,203.01,32.52215141,150.81,542.7,190.7725,224.62,33.8475,602.3927798,538.87,280.8396144,184.85,2076.18,421.9725,675.9575,253.985,1782.522022,1767.255,390.4252736,768.96,3248.54,1516.4575,2036.88,520.4225,72.849610620000007,74.38,7.044117348,54.24,90.08,69.07,77.98,8.91,5.120984183,1.89,11.31939132,79.69,0.76,4.85,4.09,300.4693061,116.4784108,445.5525433,2492.83951,44.24945922,346.0754401,301.8259809,31.35446397,3.9,73.34332793,542.7,0.96,9.26,8.3,391.89,1891.33,2479.58,35.84,79.69,2492.83951,542.7,3.771428571,15.03551192,112.3967263,400.986885,2.116923077,6.048,24.32268575,233.0838925,3.972515337,4.8695736,7.8303237,45.868771,0.15622543,1.3782991,2.1913126,4.162261,46.024994,301.53964,2.783962,942.66339,619.75842,12062.479,1.6292048,12.721674,68.246735,12062.479,4618.4155,7702.7886,0.46166196,66.617523,84.312271,0.082726456,1.3925,17,185.69119,9.748786,76.114365,72.557198,85
VAN02A,VAN,2,1,1,1,245.0505252,253.18,28.72835763,105.16,381.18,230.02,260.06,30.04,620.213125,589.58,252.5011155,167.76,1642.93,452.3775,700.5375,248.16,1791.159757,1812.115,373.6640602,802.38,3241.42,1576.605,2027.9775,451.3725,63.04032872,63.12,4.365808272,50.31,73.12,60.51,65.9825,5.4725,1.996189655,0.85,6.3075224,64.76,0.37,1.8625,1.4925,229.956014,115.3603831,329.8485395,2214.551061,44.31242005,259.9950476,215.6826276,23.99574138,2.52,66.15936451,381.18,0.605,5.7725,5.1675,276.02,1475.17,2439.04,22.81,64.75,2214.449536,381.18,1.232766885,3.698610049,55.65282471,142.0913648,0.435546759,0.794162174,10.10828571,96.8697342,0.840901518,3.1734152,5.4869251,33.205986,0.3568517,0.84725189,1.5586851,3.1730287,33.562836,105.66019,2.3257768,177.49016,8.2247524,89.618774,1.6315297,3.5929918,7.1494994,89.620682,164.39076,6763.9492,0.41768137,5.5179696,184.93549,0.020164378,0.97250003,9,164.96989,8.6609211,76.991478,71.322639,50
VAN02B,VAN,2,0,1,0,213.3789024,206.555,39.79138711,172.06,518.21,199.225,217.9075,18.6825,619.2450244,599.27,185.3101516,283.64,1624.21,457.66,720.93,263.27,1800.821268,1789.43,279.2799426,909.99,2803.87,1676.61,1951.82,275.21,65.04879227,65.96,5.506977215,50.21,76.69,61.91,69.115,7.205,3.845645933,1.2,9.800219959,72.95,0.51,3.66,3.15,231.8569044,100.1762393,382.9908289,2176.81439,25.33747087,242.5772543,217.2397834,32.91741627,2.38,81.10916476,518.21,0.67,6.91,6.24,346.15,1340.57,1893.88,26.48,72.94,2176.81439,518.21,2.574222222,9.048421053,99.24906132,247.6149296,1.266086957,2.993828571,27.0755971,190.709504,3.163163203,7.8083973,11.351424,52.114502,1.3081741,3.1159172,4.9918184,7.0653424,53.422676,151.53348,3.949425,491.97137,72.925346,1051.8055,3.1994758,8.6989708,20.829453,1051.8256,798.98077,6159.3374,0.43538764,17.629976,138.19847,0.16770998,0.815,6,158.52969,8.3228092,67.123558,66.637177,26
VAN02C,VAN,2,0,0,1,229.4366519,232.11,55.06132884,101.61,503.3,188.66,258.6,69.94,602.2883474,566.15,192.9877196,213.12,1525.66,470.87,684.82,213.95,1831.360152,1854.49,323.593268,898.88,2876.56,1632.95,2043.37,410.42,63.37255034,63.62,4.786487655,52.32,79.06,59.765,67.0725,7.3075,2.567712855,1.07,7.301721972,71.71,0.45,2.12,1.67,234.3313466,135.9612702,316.966276,2369.817321,52.53837156,282.0788503,229.5404788,27.99045075,2.25,74.51816101,503.3,0.25,6.575,6.325,401.69,1312.54,1977.68,26.74,71.71,2369.817321,503.3,1.374814815,6.035179004,75.39844011,153.7880408,0.64,1.359130435,13.24972119,110.9244376,1.215467365,5.6290512,12.355985,61.233696,0.56046414,1.1363184,2.4397368,4.0496378,61.794159,234.17043,2.9133193,285.39191,50.45747,1046.6422,0.84414715,2.4221399,5.9235492,1046.6422,377.93671,8827.9824,0.4738487,5.079402,87.924179,0.11863434,1.7075,23,164.0892,8.614686,75.309998,74.961754,61
VAN02D,VAN,2,0,0,0,214.8473556,208.855,42.28608381,100.06,447.26,198.455,227.4375,28.9825,646.9316074,603.26,261.2339066,158.7,2190.43,438.17,792.635,354.465,1765.272995,1708.39,397.7772861,724.7,3259.24,1513.865,2050.885,537.02,66.09760726,66.69,5.208927529,51.51,77.56,62.685,69.675,6.99,3.561663921,1.63,8.491605292,71.22,0.72,3.42,2.7,320.6127532,134.6091726,469.2028382,3926.910868,53.2815993,362.3524013,309.070802,39.23586491,3.56,81.80875501,447.26,0.72,10.975,10.255,347.2,2031.73,2534.54,26.05,71.22,3926.910868,447.26,3.648888889,18.1287619,151.1232823,411.3877987,1.755151515,4.16649176,34.23400593,279.7404599,3.107616566,4.5297441,9.7304564,70.842995,0.14368507,1.1521071,2.1893179,3.7513094,70.986679,461.07645,2.5992022,487.55389,78.373917,1560.9425,3.8538322,8.7745295,20.105637,1560.9446,763.63409,7905.6294,0.45801103,16.251804,42.172169,0.061564762,1.1825,13,164.7674,8.6502886,59.240055,62.7099,93
VAN03B,VAN,3,0,1,0,246.1606796,247.845,36.10283287,118.55,421.34,228.8925,268.2525,39.36,617.9991071,559.71,240.1777318,204.41,1736.7,471.8775,734.3225,262.445,1805.405045,1810.38,384.1129105,901.26,2903.94,1593.935,2047.7475,453.8125,73.29806167,74.7,6.11782849,54.03,83.14,69.08,77.995,8.915,3.263127753,1.36,7.641975223,66.9,0.52,2.96,2.44,260.4824373,125.0742835,378.3898292,2277.140216,50.66063906,277.3937266,226.7330876,33.157797360000004,6.3,74.9025552,421.34,2.53,13.07,10.54,302.79,1532.29,2002.68,29.11,66.88,2277.094738,421.34,5.851428571,17.08046154,125.0742835,252.2620603,1.036190476,2.611763336,24.66546237,193.7679902,2.427379416,7.4121871,6.4846311,23.747421,1.2952813,3.6825929,5.046701,6.8018203,25.042704,173.78711,3.1192274,583.62866,127.59019,921.7818,3.8362045,21.723545,90.173889,921.7818,2374.8,5755.2534,0.43167993,86.337685,75.960526,0.19701764,1.8125,25,185.192,9.722579,76.811584,71.015648,35
